name,lat,lon,type,elevation,osm_id,osm_type,source,gmu
Crystal MUP,39.880904,-104.8207421,trail,,265136921,way,openstreetmap,104
Wagon Wheel Road,39.7858428,-107.3710544,trail,,265350846,way,openstreetmap,24
Templeton Trail,38.8800661,-104.7748165,trail,,266626703,way,openstreetmap,110
Edna Mae Bennet Nature Trail,38.8792487,-104.7780051,trail,,266631004,way,openstreetmap,110
Kinnickinnick Trail,38.8736729,-104.7649249,trail,,266631009,way,openstreetmap,110
Panorama Trail,39.8787919,-105.0696292,trail,,266897429,way,openstreetmap,38
Fraser to Granby Trail,40.006141,-105.9179797,trail,,268207245,way,openstreetmap,28
Fraser to Granby Trail,40.0071025,-105.9179206,trail,,268207249,way,openstreetmap,28
Fraser to Granby Trail,40.0172468,-105.9174486,trail,,268207251,way,openstreetmap,28
Fraser to Granby Trail,40.0479041,-105.9099614,trail,,268219518,way,openstreetmap,28
Fraser to Granby Trail,40.0588509,-105.9142269,trail,,268219524,way,openstreetmap,28
Little Thompson Overlook Trail,40.2579335,-105.220366,trail,,268649570,way,openstreetmap,20
Upper Beaver Meadows Trail,40.3776574,-105.6057703,trail,,273789663,way,openstreetmap,20
Upper Beaver Meadows Trail,40.3831602,-105.6085346,trail,,273789664,way,openstreetmap,20
Deer Mountain Trail,40.3905656,-105.6039846,trail,,273789665,way,openstreetmap,20
Little Horseshoe Park Trail,40.393268,-105.6075521,trail,,273798976,way,openstreetmap,20
Little Horseshoe Park Trail,40.396908,-105.5990912,trail,,273798977,way,openstreetmap,20
Upper Beaver Meadows Trail,40.3645831,-105.6244971,trail,,273822838,way,openstreetmap,20
Yampa River Core Trail,40.4979311,-106.85957,trail,,273891631,way,openstreetmap,131
Exercise Course,38.5526608,-106.9179468,trail,,274197272,way,openstreetmap,55
Exercise Course,38.5574402,-106.9192005,trail,,274198098,way,openstreetmap,55
Contour,38.5574508,-106.9036283,trail,,274198235,way,openstreetmap,55
Exercise Course,38.5559636,-106.9185858,trail,,274441483,way,openstreetmap,55
Zig Zag,38.5590955,-106.9160931,trail,,274441492,way,openstreetmap,55
Rooney Valley Trail,39.6937255,-105.183972,trail,,274639374,way,openstreetmap,391
Ute Trail,40.3603069,-105.6403993,trail,,274653706,way,openstreetmap,20
Central Campus Mall,40.0078278,-105.2727675,trail,,274904372,way,openstreetmap,29
Smokey Hill North Trail,39.732738,-104.9200764,trail,,276175511,way,openstreetmap,104
Bear Creek Race,38.8256447,-104.8637557,trail,,276770172,way,openstreetmap,59
Bear Creek Race,38.8239274,-104.864214,trail,,277446370,way,openstreetmap,59
Bear Creek Race,38.8254755,-104.8649863,trail,,277446371,way,openstreetmap,59
Tenderfoot,39.507894,-104.9571018,trail,,277447478,way,openstreetmap,51
Brandin' Iron Cutoff,39.5102045,-104.9578125,trail,,277447479,way,openstreetmap,51
Zapata Falls Trail,37.6205404,-105.5566685,trail,,278058016,way,openstreetmap,82
Mount Morrison Trail,39.6616409,-105.2110081,trail,,278828152,way,openstreetmap,391
Fire Gate Path,39.5998964,-105.1794631,trail,,278829227,way,openstreetmap,391
Bradford Trail,39.5956302,-105.1816998,trail,,278829231,way,openstreetmap,391
Spring Creek Overpass,40.5600127,-105.0798365,trail,,279116013,way,openstreetmap,19
Old Spanish Trail,39.0170514,-108.5158342,trail,,280175641,way,openstreetmap,40
Gunnison RIver Bluffs Trail,38.9918264,-108.4731327,trail,,280175642,way,openstreetmap,40
Gunnison RIver Bluffs Trail,38.9991339,-108.4993786,trail,,280175643,way,openstreetmap,40
Old Spanish Trail,38.9955732,-108.4865853,trail,,280175647,way,openstreetmap,40
Old Spanish and Gunnison River Bluffs Trail,39.0030924,-108.5024069,trail,,280175648,way,openstreetmap,40
Gunnison RIver Bluffs North,39.0103995,-108.5215741,trail,,280175649,way,openstreetmap,40
Fred Thomas Park Path,39.7535583,-104.9013609,trail,,280665848,way,openstreetmap,104
White Ghost,39.0987499,-104.9218425,trail,,281142288,way,openstreetmap,511
North Fork Trail,39.4669153,-105.2350774,trail,,281755853,way,openstreetmap,461
Elkhorn Loop,39.467354,-105.2415001,trail,,281755855,way,openstreetmap,461
Songbird Trail,39.463843,-105.2345098,trail,,281755860,way,openstreetmap,461
Owl Prowl Trail,39.4663624,-105.240898,trail,,281755863,way,openstreetmap,461
Elkhorn Loop,39.4657909,-105.2397701,trail,,281755868,way,openstreetmap,461
Elkhorn Loop,39.466223,-105.2393139,trail,,281755869,way,openstreetmap,461
Fox Trot Trail,39.4664549,-105.2394466,trail,,281755871,way,openstreetmap,461
Chickadee Trail,39.4612285,-105.2262943,trail,,281755872,way,openstreetmap,461
Oxen Draw Trail,39.4643217,-105.246509,trail,,281757417,way,openstreetmap,461
Raven's Roost Trail,39.4650362,-105.2489015,trail,,281757421,way,openstreetmap,461
Raven's Roost Trail,39.4672042,-105.2452374,trail,,281757608,way,openstreetmap,461
Eagle's View Trail,39.4646458,-105.2526002,trail,,281757611,way,openstreetmap,461
Elkhorn Loop,39.4668197,-105.2427539,trail,,281757612,way,openstreetmap,461
Eagle's View Trail,39.4616422,-105.2535069,trail,,281758247,way,openstreetmap,461
La Forette Trail,39.0083598,-104.81904,trail,,282626388,way,openstreetmap,110
Columbine Trail,38.4614191,-105.9731217,trail,,282976049,way,openstreetmap,86
Welch Ditch Trail,39.7511405,-105.2453603,trail,,283862690,way,openstreetmap,38
Clarkson St MUP,39.640603,-104.9784252,trail,,284174441,way,openstreetmap,391
Sherwood,39.976604,-105.5287945,trail,,285150561,way,openstreetmap,29
Sunshine Canyon Trail,40.0211116,-105.2999937,trail,,285166557,way,openstreetmap,29
Old Kiln Spur,40.0621969,-105.2977178,trail,,285166563,way,openstreetmap,29
Wildflower Trail,38.6776246,-108.9830386,trail,,285773697,way,openstreetmap,60
Lincoln Log,40.0204397,-105.468926,trail,,285899610,way,openstreetmap,29
Waterfall Creek Trail,38.8894387,-106.8090915,trail,,285900192,way,openstreetmap,55
Stevens Gulch Road,39.4022667,-105.1027303,trail,,285902004,way,openstreetmap,51
Colorado Trail Connection,39.4284866,-105.1093891,trail,,285907561,way,openstreetmap,51
Dark Canyon Trail,38.8790441,-107.158906,trail,,285946518,way,openstreetmap,521
South Rim Trail,39.0818676,-108.6222556,trail,,286060612,way,openstreetmap,40
South Rim Trail,39.0828161,-108.6202987,trail,,286060613,way,openstreetmap,40
South Rim Trail,39.0837556,-108.6182228,trail,,286060614,way,openstreetmap,40
South Rim Trail,39.0839572,-108.618019,trail,,286060615,way,openstreetmap,40
Youth Camp Trail,38.8810685,-104.7681362,trail,,286203973,way,openstreetmap,110
Service Road,38.8811778,-104.7680008,trail,,286203975,way,openstreetmap,110
Kinnickinnick Trail,38.8729738,-104.7668078,trail,,286203977,way,openstreetmap,110
Grandview Trail,38.8779708,-104.7701847,trail,,286205197,way,openstreetmap,110
Sentinel Point Trail,38.8771364,-104.7688076,trail,,286205198,way,openstreetmap,110
Mesa Trail,38.884182,-104.7773332,trail,,286205200,way,openstreetmap,110
Whiskey creek,39.6013005,-106.472983,trail,,286209787,way,openstreetmap,45
Bitterbrush Trail,40.2241207,-105.3144271,trail,,286340589,way,openstreetmap,20
Paulie’s Plunge/Stone Creek,39.6023,-106.496928,trail,,286431125,way,openstreetmap,45
Stone Creek,39.6110715,-106.4861655,trail,,286431126,way,openstreetmap,45
Corkscrew,39.593892,-106.5053492,trail,,286434965,way,openstreetmap,45
Little Horseshoe Park Trail,40.4062297,-105.6248346,trail,,286621392,way,openstreetmap,20
Guinn Mountain Trail,39.9352827,-105.627697,trail,,286695363,way,openstreetmap,29
South Ursula Street,39.716595,-104.8342599,trail,,287004597,way,openstreetmap,104
South Ursula Street,39.7184518,-104.8349305,trail,,287004601,way,openstreetmap,104
Gold Dust Trail,39.3834943,-105.9590172,trail,,287112799,way,openstreetmap,500
Thunder Lake Trail,40.2178848,-105.6349585,trail,,288825594,way,openstreetmap,20
City of Potenza Park Trail,39.6954927,-104.9232866,trail,,289501114,way,openstreetmap,104
City of Potenza Park Trail,39.6958253,-104.9239748,trail,,289501117,way,openstreetmap,104
City of Potenza Park Trail,39.6955727,-104.9228418,trail,,289501120,way,openstreetmap,104
City of Potenza Park Trail,39.6961659,-104.9245744,trail,,289501122,way,openstreetmap,104
North Fork South Zapata Trail,37.6101714,-105.5175723,trail,,290926258,way,openstreetmap,82
Ptarmigan Pass Trail,39.6418308,-106.0532419,trail,,291396398,way,openstreetmap,37
Mill Creek Basin Trail,40.3363289,-105.6206942,trail,,291408135,way,openstreetmap,20
Mount Sniktau Trail,39.6709059,-105.8682748,trail,,291520158,way,openstreetmap,39
Ute Creek Trail,39.2009044,-105.5389997,trail,,291543118,way,openstreetmap,501
Windy Pass,37.3695025,-107.0862947,trail,,291546490,way,openstreetmap,77
Ringtail Trail #699,39.3977187,-105.0748167,trail,,291716602,way,openstreetmap,51
Swallowtail Trail,39.4088144,-105.0492589,trail,,291716604,way,openstreetmap,51
Abyss Lake Trail,39.5786565,-105.6493315,trail,,291786588,way,openstreetmap,46
Abyss Lake Trail,39.5554789,-105.6704965,trail,,291789104,way,openstreetmap,46
Hutton Street Trail,39.7417592,-104.8455067,trail,,292398464,way,openstreetmap,104
Hutton Street Trail,39.7413436,-104.8463843,trail,,292398468,way,openstreetmap,104
Hutton Street Trail,39.7414787,-104.846339,trail,,292398470,way,openstreetmap,104
Metzger Farm OS,39.9192542,-105.0296095,trail,,292463057,way,openstreetmap,29
Metzger Farm OS,39.917466,-105.0270531,trail,,292463367,way,openstreetmap,29
Metzger Farm OS,39.9162963,-105.0283583,trail,,292463394,way,openstreetmap,29
Metzger Farm OS,39.9188812,-105.0335342,trail,,292463609,way,openstreetmap,29
Lexington Trail,39.9490395,-105.0017713,trail,,292746187,way,openstreetmap,29
Red Brick,39.1930441,-106.8207003,trail,,292937525,way,openstreetmap,471
Clark's Cutoff Trail,39.1924477,-106.8196016,trail,,292937530,way,openstreetmap,471
Clark's Cutoff Trail,39.1929329,-106.8195537,trail,,292937534,way,openstreetmap,471
Williams Ranch,39.1960545,-106.8108881,trail,,292937541,way,openstreetmap,47
Ajax Trail,39.1849756,-106.8193341,trail,,292950865,way,openstreetmap,471
Ajax Park,39.182362,-106.8152063,trail,,292950866,way,openstreetmap,471
Snyder Park Trail,39.1855147,-106.8081156,trail,,292950868,way,openstreetmap,47
Mollie Gibson Trail,39.1924359,-106.8088518,trail,,292950869,way,openstreetmap,47
No Problem Joe Trail,39.1889817,-106.813045,trail,,292950870,way,openstreetmap,471
Scotties,39.1850961,-106.8187265,trail,,292950871,way,openstreetmap,471
Scotties,39.1819408,-106.8204144,trail,,292950872,way,openstreetmap,471
West Side,39.1799891,-106.8235769,trail,,292950875,way,openstreetmap,471
Mollie Gibston Trail,39.1920286,-106.8084182,trail,,292950880,way,openstreetmap,47
Mill Cross Trail,39.1847829,-106.821702,trail,,292953296,way,openstreetmap,471
Scotties,39.1668312,-106.8215646,trail,,292953297,way,openstreetmap,471
Summit Street Cutoff,39.1848599,-106.822206,trail,,292953298,way,openstreetmap,471
West Side,39.1751749,-106.8239757,trail,,292953658,way,openstreetmap,471
West Side,39.1639308,-106.8257311,trail,,292953659,way,openstreetmap,471
East Rim,39.1542292,-106.816893,trail,,292956386,way,openstreetmap,471
Hidden Treasure,39.150022,-106.8218518,trail,,292956387,way,openstreetmap,471
Ute Trail,39.167008,-106.8156292,trail,,292956390,way,openstreetmap,471
Difficult Creek Trail,39.1131328,-106.7733456,trail,,292959249,way,openstreetmap,471
Electric Pass Trail,39.0392547,-106.8475204,trail,,292960429,way,openstreetmap,43
River Run Trail,39.0465293,-106.8030313,trail,,292960430,way,openstreetmap,43
Copper Pass Spur Trail,39.0088757,-106.9212798,trail,,292975264,way,openstreetmap,43
Pyramid Peak,39.0898241,-106.9614861,trail,,292975266,way,openstreetmap,43
West Maroon Portal Link Trail,39.1024738,-106.9330311,trail,,292975270,way,openstreetmap,43
Gore Creek Trail,39.6273435,-106.2445787,trail,,292976685,way,openstreetmap,36
East Snowmass Trail,39.1568183,-106.9825395,trail,,292976811,way,openstreetmap,43
Willow Lake Trail,39.106858,-106.9766717,trail,,292976812,way,openstreetmap,43
Falls Overlook,40.4824474,-106.7749788,trail,,292983887,way,openstreetmap,14
Recreation Trail,40.4819794,-106.7727229,trail,,292983890,way,openstreetmap,14
Fish Creek Trail,40.4784257,-106.7581852,trail,,292983891,way,openstreetmap,14
Recreation Trail,40.4819392,-106.7745187,trail,,292983892,way,openstreetmap,14
Anthracite Pass Trail,39.04418,-107.1796091,trail,,293053654,way,openstreetmap,43
Raspberry Creek Trail,39.0554245,-107.1938332,trail,,293053656,way,openstreetmap,43
Willow Lake,39.1114088,-106.9648136,trail,,293053657,way,openstreetmap,43
Yule Pass Trail,39.0196459,-107.1359516,trail,,293053658,way,openstreetmap,43
Arkansas Mountain Trail 1965,39.09063,-107.1509053,trail,,293055734,way,openstreetmap,43
Avalanche/Silver Creek Trail 1959,39.1621629,-107.1509099,trail,,293055742,way,openstreetmap,43
North Lost Trail 1967,39.0854377,-107.1386922,trail,,293055789,way,openstreetmap,43
Carbonate Creek Trail,39.0970088,-107.1580804,trail,,293055797,way,openstreetmap,43
James H. Smith Interpretive Loop,39.1652062,-106.7917343,trail,,293062618,way,openstreetmap,471
OA Trail,40.729811,-105.5257997,trail,,293082353,way,openstreetmap,191
Cross Mtn.,39.1924064,-106.941383,trail,,293109826,way,openstreetmap,43
Government Trail,39.1907475,-106.9094289,trail,,293109828,way,openstreetmap,43
Snowmass Way,39.1920341,-106.9404191,trail,,293109831,way,openstreetmap,43
Summit,39.173626,-106.9308026,trail,,293110166,way,openstreetmap,43
Overlook,39.1859426,-106.9762404,trail,,293110243,way,openstreetmap,43
Government Trail,39.1957448,-106.97177,trail,,293114222,way,openstreetmap,43
Kar,39.1920145,-106.9658363,trail,,293114226,way,openstreetmap,43
Village Bound,39.1947069,-106.9672413,trail,,293114245,way,openstreetmap,43
Slobbin on Sams Knob,39.1916425,-106.9749874,trail,,293116188,way,openstreetmap,43
Ditch Trail,39.1920008,-106.98443,trail,,293116195,way,openstreetmap,43
Ditch Trail,39.2012684,-106.9772547,trail,,293116196,way,openstreetmap,43
Sequel,39.1970038,-106.9311389,trail,,293117321,way,openstreetmap,43
Sequel,39.1995127,-106.9285404,trail,,293117328,way,openstreetmap,43
Tom Blake Equestrian,39.2104514,-106.9129761,trail,,293120039,way,openstreetmap,43
Vista,39.2074549,-106.9470364,trail,,293120040,way,openstreetmap,43
Bergman,39.193508,-106.8336585,trail,,293121250,way,openstreetmap,43
Institute,39.201265,-106.8277018,trail,,293121256,way,openstreetmap,471
Institute,39.2015277,-106.8281096,trail,,293121257,way,openstreetmap,471
Ints. Conn.,39.198729,-106.8281824,trail,,293121258,way,openstreetmap,471
Little Cloud,39.190295,-106.8278547,trail,,293121259,way,openstreetmap,471
Little Cloud,39.1866225,-106.8265956,trail,,293121260,way,openstreetmap,471
Little Cloud AJax Connector,39.1890307,-106.8271489,trail,,293121261,way,openstreetmap,471
Racetrack,39.1987821,-106.8296587,trail,,293121265,way,openstreetmap,471
Racetrack Connector,39.2008326,-106.8295223,trail,,293121266,way,openstreetmap,471
Thunderbowl Trail,39.1814782,-106.8527263,trail,,293121269,way,openstreetmap,43
Water Plant Trail,39.1856292,-106.8425601,trail,,293121272,way,openstreetmap,43
Red Butte Trail,39.2080046,-106.8420291,trail,,293126504,way,openstreetmap,43
Shady Cutoff,39.2266674,-106.8187695,trail,,293126506,way,openstreetmap,47
Stein Trail,39.2181009,-106.8544774,trail,,293126507,way,openstreetmap,47
Stein Connector Trail,39.2209806,-106.8585179,trail,,293126510,way,openstreetmap,43
Lazy Man,39.2074164,-106.7963942,trail,,293132781,way,openstreetmap,47
Lazy Man,39.2073067,-106.795344,trail,,293132782,way,openstreetmap,47
McClosky's Lot,39.206735,-106.7969211,trail,,293132783,way,openstreetmap,47
BLM Access,39.2032652,-106.8091683,trail,,293133025,way,openstreetmap,47
Lower Hunter Creek,39.2016719,-106.8091839,trail,,293133026,way,openstreetmap,47
Verena Mallory,39.2037378,-106.8064964,trail,,293133027,way,openstreetmap,47
BLM Access,39.2019357,-106.8115839,trail,,293133308,way,openstreetmap,47
Buttermilk Ridge,39.1798968,-106.8888197,trail,,293133310,way,openstreetmap,43
Anderson Lake,39.0229819,-106.625219,trail,,293133748,way,openstreetmap,471
Anderson Lake Road,39.0278306,-106.6188256,trail,,293133749,way,openstreetmap,471
Grizzly Lake,39.0644158,-106.5982137,trail,,293133750,way,openstreetmap,471
NY Creek,39.0847236,-106.6692993,trail,,293133752,way,openstreetmap,471
NY Creek,39.0691987,-106.6838755,trail,,293133753,way,openstreetmap,471
Petroleum Lake,39.0256809,-106.6314505,trail,,293133754,way,openstreetmap,471
Tabor Creek,39.0679706,-106.6467033,trail,,293133755,way,openstreetmap,471
Midway,39.1639679,-106.659547,trail,,293186906,way,openstreetmap,47
South Fork Pass,39.207872,-106.5857038,trail,,293189705,way,openstreetmap,47
Chapman Gulch,39.2389975,-106.625923,trail,,293193344,way,openstreetmap,47
Frying Pan Lakes,39.2207204,-106.5205003,trail,,293193348,way,openstreetmap,47
Frying Pan River,39.255866,-106.5471046,trail,,293193349,way,openstreetmap,47
Granite Lake,39.2809372,-106.5826546,trail,,293193350,way,openstreetmap,47
Granite Lakes,39.2496287,-106.5662572,trail,,293193351,way,openstreetmap,47
Grottos,39.1179481,-106.6981308,trail,,293194575,way,openstreetmap,471
Weller Lake Trail,39.1181057,-106.7213768,trail,,293194576,way,openstreetmap,471
Bald Knob,39.2236291,-106.739502,trail,,293196745,way,openstreetmap,47
Hunter Creek,39.2097631,-106.6978715,trail,,293196746,way,openstreetmap,47
Hunter Creek,39.2149667,-106.7308585,trail,,293196747,way,openstreetmap,47
Slab Park,39.2215872,-106.7224379,trail,,293196748,way,openstreetmap,47
Burnt Hole,39.2283189,-106.7612271,trail,,293198993,way,openstreetmap,47
Margy's Hot Spur,39.2780034,-106.7046734,trail,,293198994,way,openstreetmap,47
Spruce Creeke- Norrie,39.273452,-106.689108,trail,,293198995,way,openstreetmap,47
Woody Creek,39.2291559,-106.7073156,trail,,293198997,way,openstreetmap,47
Chapman,39.2900226,-106.6309988,trail,,293200295,way,openstreetmap,47
Chapman Interpretive,39.3127414,-106.6382518,trail,,293200296,way,openstreetmap,444
Chapman to SF,39.3036934,-106.6432568,trail,,293200297,way,openstreetmap,47
Sawyer Lake,39.2745802,-106.6529561,trail,,293200298,way,openstreetmap,47
Arbaney Kittel,39.3454493,-106.8940243,trail,,293207086,way,openstreetmap,47
Arbaney Kittel,39.3437875,-106.866918,trail,,293207087,way,openstreetmap,47
Arbaney Kittel,39.3573888,-106.9545416,trail,,293207088,way,openstreetmap,47
Hannon Creek,39.2577552,-106.7983428,trail,,293207093,way,openstreetmap,47
